Employee_number,Employee_name,Employee_age,Maritial_Status,Current_Salary,Number_of_Children,years_experience,past_projects,current_projects,Divorced_earlier,Father_alive,Mother_alive,performance_rating,Education_level,Department,Role,Job_Satisfaction,Work_Life_Balance,is_outlier
30383,Leo Sharma,42,True,58759,0,0,3,1,No,Yes,No,3,Bachelor's,HR,HR Manager,10.0,10.0,0
30386,Vikram Anderson,36,False,96331,1,6,0,3,Yes,Yes,Yes,3,Bachelor's,Finance,Analyst,9.836505934411356,1.0,0
30391,Emily Davis,36,False,79400,2,8,8,3,No,Yes,Yes,3,Bachelor's,HR,HR Executive,10.0,1.4161528776057581,0
30392,Ananya Davis,42,True,67393,0,12,2,3,No,No,Yes,4,Bachelor's,R&D,Scientist,10.0,6.130931375543218,0
30393,Arun Williams,38,False,92608,0,11,14,3,Yes,Yes,Yes,4,High School,HR,HR Manager,10.0,1.7543820283586888,0
30395,Daniel Wilson,18,False,94740,1,0,4,1,No,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,1.5023628209634294,10.0,0
30396,Daniel Williams,44,True,74729,3,14,14,3,Yes,Yes,Yes,2,High School,HR,HR Manager,10.0,1.5856310408388605,0
30399,Vikram Brown,41,False,71135,0,9,1,3,No,Yes,No,3,Master's,Sales,Sales Manager,10.0,3.873484845691838,0
30405,Leo Sharma,36,False,63634,0,15,7,0,Yes,Yes,No,5,Diploma,Sales,Account Executive,5.009257238737707,1.712185014234993,0
30406,Ananya Johnson,33,False,74728,1,12,4,2,Yes,Yes,Yes,4,Master's,R&D,Scientist,8.495322011172536,10.0,0
30410,John Iyer,28,True,62021,0,0,5,2,No,No,Yes,3,PhD,Sales,Account Executive,4.285101448088718,9.530929966177634,0
30413,John Williams,40,True,75713,0,10,11,0,Yes,Yes,Yes,3,Master's,Finance,Senior Analyst,3.7896881248045147,10.0,0
30414,Daniel Sharma,47,False,76802,2,21,11,3,Yes,No,No,3,Bachelor's,Sales,Sales Manager,8.236056122183259,1.0,0
30422,Linda Lewis,37,False,77287,3,7,13,3,No,Yes,Yes,3,Diploma,HR,HR Executive,2.9050989274707515,7.173638443086113,0
30427,Leo Johnson,36,False,77659,2,7,10,0,Yes,Yes,Yes,4,Bachelor's,Sales,Sales Manager,10.0,1.0198544131841336,0
30428,Luke Kumar,24,True,65281,1,0,6,0,No,No,Yes,2,Bachelor's,R&D,Scientist,7.406732812202722,9.877540641470862,0
30434,Karen Kumar,29,True,98088,3,4,11,2,No,Yes,Yes,3,Bachelor's,Sales,Account Executive,10.0,10.0,0
30435,Rohit Williams,29,False,82518,0,4,14,1,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,10.0,1.9828962565173294,0
30437,Kiran Lewis,30,True,73124,1,4,2,3,No,No,No,3,Bachelor's,Support,Support Engineer,3.1692985428005747,5.496053692787605,0
30451,Leo Walker,19,True,89521,0,0,3,3,No,No,No,5,Diploma,Engineering,ML Engineer,9.253119257218328,3.848544931099521,0
30452,Leo Gupta,41,True,74603,1,8,10,1,No,Yes,Yes,3,Diploma,Sales,Account Executive,10.0,4.25313504314376,0
30454,Emily Singh,33,True,94345,0,4,14,2,No,Yes,Yes,3,Bachelor's,R&D,Scientist,10.0,1.0,0
30457,Nina Davis,80,True,77550,1,20,5,0,No,Yes,Yes,2,Bachelor's,Sales,Account Executive,2.7004473831795455,7.0871444276343425,1
30458,Rohit Smith,38,True,74729,1,17,2,1,Yes,Yes,Yes,4,Bachelor's,Support,Customer Specialist,10.0,1.0,0
30460,Aisha Johnson,39,True,66743,1,18,3,1,No,Yes,Yes,3,High School,Finance,Analyst,10.0,1.0,0
30466,Priya Johnson,39,True,75948,2,13,4,2,Yes,Yes,Yes,2,Bachelor's,HR,HR Manager,10.0,4.427681859899879,0
30473,Rohit Patel,34,True,71168,1,0,3,3,Yes,Yes,No,5,Diploma,Finance,Senior Analyst,10.0,2.261963552267396,0
30475,Daniel Davis,18,True,93799,1,0,3,1,Yes,Yes,Yes,4,High School,Operations,Ops Manager,10.0,1.0,0
30476,John Miller,39,True,61949,2,16,10,3,No,No,Yes,3,Master's,Finance,Analyst,10.0,6.887289990444305,0
30479,Vikram Patel,55,True,75525,3,29,10,1,Yes,Yes,No,3,Diploma,Sales,Sales Manager,4.734638259182155,4.145618041351178,0
30482,Kiran Sharma,31,True,63390,1,2,0,1,No,Yes,Yes,4,Master's,Engineering,DevOps Engineer,10.0,3.859662313304534,0
30483,Luke Iyer,24,True,71047,0,0,3,3,No,Yes,No,4,Diploma,Engineering,Software Engineer,10.0,4.278079811997197,0
30487,Olivia Singh,28,False,59988,3,0,14,3,No,Yes,Yes,4,Bachelor's,Operations,Ops Manager,10.0,3.908594724391174,0
30488,Aisha Iyer,24,True,64914,1,3,6,1,No,Yes,No,3,Bachelor's,Operations,Ops Manager,7.032984805451056,5.471995101474023,0
30489,Arun Davis,28,True,84920,3,6,10,1,No,No,Yes,3,High School,R&D,Scientist,10.0,7.027435428228242,0
30490,Emily Anderson,18,True,93087,1,0,6,1,No,No,Yes,3,Bachelor's,Sales,Account Executive,8.291791887939665,1.5578099967417494,0
30491,Aisha Johnson,18,False,80170,0,0,0,1,No,Yes,Yes,3,Master's,Sales,Account Executive,1.650393630307252,10.0,0
30494,Arun Williams,32,True,61324,3,8,8,3,No,Yes,No,2,Bachelor's,Engineering,Software Engineer,4.968270945810563,9.294218914386523,0
30495,David Iyer,33,True,65913,1,10,5,3,No,Yes,Yes,3,High School,Support,Customer Specialist,3.2862286340532965,9.155984102556316,0
30499,Aisha Taylor,42,True,79018,3,3,2,3,Yes,Yes,Yes,3,Bachelor's,HR,HR Manager,7.96785357990348,9.012072657650785,0
30507,Arun Brown,31,False,88114,0,6,6,3,No,Yes,No,3,Bachelor's,Support,Customer Specialist,9.195939286418517,1.0,0
30514,Arun Anderson,35,False,76635,2,0,14,2,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,9.509616667634258,1.0,0
30516,Linda Iyer,39,False,59076,1,18,8,2,No,Yes,Yes,2,Bachelor's,Engineering,Software Engineer,10.0,5.23434319619682,0
30520,Linda Taylor,51,False,68705,1,18,7,1,No,No,No,3,High School,Engineering,Software Engineer,8.168141902717466,2.918805223342062,0
30521,Emily Sharma,39,True,91210,2,18,0,3,No,Yes,Yes,3,Master's,Engineering,ML Engineer,10.0,7.365661103964261,0
30523,Vikram Taylor,41,True,59791,3,7,11,0,No,Yes,Yes,3,High School,Finance,Analyst,4.790577081887449,5.570507942401339,0
30525,Michael Thompson,30,False,86310,1,3,11,1,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,4.066095904287062,1.0,0
30526,Daniel Smith,38,True,78630,0,16,6,2,No,Yes,Yes,3,Diploma,Engineering,DevOps Engineer,10.0,5.3237257145482,0
30527,Ananya Davis,38,True,59445,0,5,13,2,No,Yes,Yes,3,Bachelor's,HR,HR Executive,10.0,8.52627466899692,0
30533,Rohit Wilson,25,True,69264,0,3,8,1,No,Yes,Yes,3,Diploma,Engineering,ML Engineer,7.100005589007436,1.0,0
30537,Sarah Kumar,20,False,62144,3,0,12,3,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,10.0,4.762033847556074,0
30540,David Iyer,32,True,63238,3,0,6,2,Yes,No,Yes,3,Master's,Finance,Analyst,5.117228918239223,6.423003656257248,0
30543,Olivia Patel,25,False,78776,3,0,2,3,No,Yes,Yes,3,Bachelor's,Sales,Account Executive,9.57291983182153,4.409371572138408,0
30545,Luke Taylor,39,True,74082,3,2,4,1,No,Yes,Yes,4,Bachelor's,Finance,Analyst,8.6252076229752,3.5781795029123016,0
30550,Daniel Thomas,21,True,72708,1,0,10,2,No,Yes,Yes,1,Diploma,Support,Support Engineer,9.197647736241429,3.9839307659269654,0
30552,Ananya Miller,30,False,79771,0,0,3,3,No,No,Yes,2,Diploma,Engineering,ML Engineer,6.754545197342478,2.1217668198254773,0
30553,Rohit Kumar,36,False,60875,3,10,8,0,No,Yes,Yes,1,Bachelor's,Sales,Sales Manager,5.824696852606665,1.0,0
30555,Linda Thompson,32,False,69488,0,6,11,3,No,Yes,Yes,5,Diploma,Support,Customer Specialist,5.057888128879595,5.902728013082511,0
30558,Sarah Iyer,41,True,72041,1,15,13,3,No,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,5.693059349758297,6.782207216480479,0
30560,Nina Davis,24,False,84646,3,0,10,0,No,No,Yes,2,Master's,Sales,Account Executive,9.656639449733248,4.765635853269063,0
30564,Kiran Patel,35,True,65611,0,8,12,2,No,Yes,Yes,2,Bachelor's,Operations,Ops Manager,5.254667341242971,2.386060432518774,0
30565,Michael Walker,18,False,79427,1,0,3,3,No,Yes,Yes,3,High School,Engineering,ML Engineer,2.961394910314363,3.8141352240747484,0
30566,Kiran Walker,29,False,66323,1,7,2,1,No,Yes,Yes,3,Diploma,Support,Support Engineer,8.376869674118106,10.0,0
30567,John Iyer,27,False,62574,3,3,1,2,No,Yes,Yes,2,Bachelor's,R&D,Scientist,6.525868885296412,1.6117869193769954,0
30572,Karen Taylor,21,True,96679,0,0,11,1,No,Yes,Yes,3,Master's,Sales,Sales Manager,10.0,3.289715532714114,0
30574,Karen Thompson,41,True,91304,0,9,2,1,No,Yes,Yes,5,Bachelor's,HR,HR Manager,10.0,5.6768401741805885,0
30576,Aisha Miller,51,False,78332,2,18,4,2,No,Yes,No,2,Bachelor's,Operations,Operations Coordinator,5.034212931362138,7.803679977718387,0
30577,Arun Sharma,31,False,66690,3,0,8,1,No,Yes,Yes,3,Master's,R&D,Researcher,4.187757566767397,10.0,0
30578,Olivia Miller,29,False,89435,0,7,0,2,Yes,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,10.0,7.783557916476704,0
30579,Aisha Johnson,29,True,72430,1,0,4,2,Yes,No,No,3,Bachelor's,Sales,Sales Manager,8.445897400066144,6.6666550255303445,0
30581,Karen Brown,44,False,70849,1,12,8,3,No,Yes,Yes,2,Bachelor's,Operations,Ops Manager,10.0,1.0,0
30583,Vikram Miller,47,False,69920,2,18,8,3,Yes,Yes,Yes,4,Bachelor's,Operations,Ops Manager,4.987116139382455,1.7242532128183914,0
30586,Olivia Gupta,45,True,61493,3,23,8,3,Yes,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,10.0,1.5989291244181514,0
30587,David Patel,32,False,87841,1,10,11,3,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,10.0,2.118716154934628,0
30588,David Smith,18,True,85591,0,0,5,3,No,No,No,3,Bachelor's,R&D,Scientist,7.712142732571703,2.21849266713157,0
30589,Sophia Sharma,48,True,74464,0,21,0,0,No,Yes,Yes,1,Bachelor's,Operations,Operations Coordinator,6.391312987819098,7.378077676418659,0
30590,Emily Singh,40,True,84457,1,11,10,2,No,Yes,Yes,1,Master's,Engineering,DevOps Engineer,6.061549718766141,3.7156372092708643,0
30595,Sophia Thomas,18,False,66796,2,0,1,3,Yes,No,Yes,2,Diploma,R&D,Scientist,5.753522121071495,1.3400228496118425,0
30597,John Lewis,20,False,63688,3,0,4,2,No,No,No,3,Master's,Operations,Operations Coordinator,10.0,4.1321267912084725,0
30598,Sarah Taylor,32,False,84456,0,6,13,3,No,Yes,Yes,3,Bachelor's,Engineering,ML Engineer,10.0,3.5161465564285077,0
30599,Linda Johnson,41,False,60484,3,14,8,0,No,Yes,Yes,3,Diploma,Support,Support Engineer,5.09601167186085,1.0,0
30601,Daniel Gupta,34,True,61441,1,11,6,1,No,Yes,No,2,High School,Operations,Operations Coordinator,1.1264909575205602,6.160656152815612,0
30602,Priya Kumar,37,True,58770,0,14,13,0,No,Yes,Yes,3,Diploma,Engineering,ML Engineer,7.108644221398751,1.0,0
30606,Arun Kumar,23,True,59035,0,0,9,1,No,Yes,Yes,1,Bachelor's,Support,Customer Specialist,9.285117435340055,5.695107469512556,0
30609,Nina Sharma,48,True,76509,3,26,5,2,No,Yes,No,2,Bachelor's,Finance,Analyst,2.6565056397670075,10.0,0
30610,Ananya Iyer,52,False,83000,1,25,3,1,No,Yes,Yes,3,Diploma,HR,HR Executive,9.595754709974507,2.6868388547353907,0
30612,Daniel Walker,38,True,66497,0,17,5,1,No,Yes,Yes,1,Bachelor's,Sales,Sales Manager,10.0,1.9625794648584947,0
30614,Luke Johnson,29,False,94684,0,4,14,3,No,Yes,Yes,5,Master's,Support,Support Engineer,10.0,6.556942730935509,0
30615,Priya Sharma,28,True,92822,0,1,1,2,Yes,Yes,No,3,Master's,Finance,Senior Analyst,6.444874145587191,2.6510243135423694,0
30616,Luke Walker,34,False,61188,2,1,3,0,No,Yes,Yes,2,Diploma,HR,HR Manager,9.925818285660853,9.3899086179037,0
30617,David Thomas,34,False,74364,1,12,10,3,No,Yes,Yes,1,Bachelor's,Finance,Analyst,6.4091544553281325,9.116815912502341,0
30619,Vikram Wilson,38,False,62507,1,12,0,3,No,Yes,No,5,High School,HR,HR Manager,10.0,3.8522052258039166,0
30623,Daniel Smith,46,False,97490,0,25,3,2,No,Yes,Yes,2,Diploma,HR,HR Manager,7.057838843288485,1.0,0
30625,Daniel Brown,48,False,85125,3,14,13,3,No,Yes,No,5,PhD,Finance,Senior Analyst,9.616052788785119,2.6913112603259135,0
30626,Emily Gupta,18,True,59051,1,0,12,1,Yes,Yes,Yes,4,Bachelor's,Sales,Sales Manager,10.0,5.375021315789915,0
30627,Sophia Iyer,44,True,65927,1,20,13,2,No,Yes,Yes,4,Master's,Engineering,Software Engineer,6.033181146043811,2.567915457373287,0
30629,Michael Thomas,28,True,90156,0,0,3,2,No,Yes,Yes,4,Bachelor's,Finance,Senior Analyst,10.0,3.1137493984227893,0
30631,Ananya Patel,36,False,68184,1,12,5,0,No,Yes,Yes,1,Bachelor's,HR,HR Executive,4.1357089915709295,1.0,0
30632,Karen Thomas,34,True,67494,0,4,5,1,No,Yes,No,2,High School,Sales,Sales Manager,10.0,1.0,0
30637,Vikram Kumar,33,False,70336,3,8,13,0,No,No,Yes,3,Diploma,R&D,Scientist,4.204195495707722,1.239585314455585,0
30638,Sophia Taylor,34,True,77937,0,9,6,2,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,1.438269713806159,4.033338558160205,0
30644,Olivia Thompson,47,False,58915,3,19,11,2,No,Yes,Yes,2,High School,R&D,Researcher,8.658270519927221,8.318585922323239,0
30646,Ananya Smith,63,True,61579,0,31,6,1,Yes,Yes,Yes,3,Bachelor's,HR,HR Executive,8.097491571416287,1.2345999393690184,0
30647,Sophia Walker,18,False,62935,0,0,11,0,No,No,Yes,3,Master's,Sales,Account Executive,10.0,6.610595856331014,0
30657,Sophia Thomas,18,False,77007,0,0,7,1,Yes,Yes,Yes,4,Bachelor's,Engineering,DevOps Engineer,10.0,6.276286071141466,0
30658,Ananya Williams,45,True,79601,3,24,11,2,No,Yes,No,3,Bachelor's,Support,Support Engineer,7.747287574430654,3.5678310759062404,0
30661,Ananya Davis,38,True,70265,0,12,8,3,No,No,Yes,3,Bachelor's,Support,Customer Specialist,10.0,2.2750111326550044,0
30662,Rohit Anderson,32,True,81199,2,6,0,0,No,Yes,Yes,3,High School,R&D,Researcher,7.107924183673999,6.546038760199505,0
30663,Daniel Davis,47,True,66899,3,26,9,1,No,Yes,Yes,2,Bachelor's,Finance,Senior Analyst,6.535623857956006,10.0,1
30672,Vikram Smith,43,False,61754,0,22,9,3,No,Yes,Yes,4,Bachelor's,HR,HR Manager,5.79064089760516,3.1275482712076466,0
30676,Michael Iyer,31,True,73514,1,4,2,0,No,Yes,Yes,4,Bachelor's,HR,HR Manager,8.4278312306125,3.8284800538580095,0
30678,Vikram Patel,34,False,76025,0,8,1,0,No,Yes,Yes,2,Bachelor's,Finance,Analyst,6.439682444337917,6.965945442586955,0
30681,Linda Taylor,46,False,61199,0,23,6,2,No,Yes,Yes,3,Diploma,Support,Support Engineer,9.90668840013306,5.979906202446977,0
30686,Emily Davis,35,True,62326,0,12,1,3,No,Yes,Yes,3,High School,Engineering,ML Engineer,1.2686005447474464,6.226477428447246,0
30691,John Davis,25,True,90182,0,4,14,1,No,Yes,Yes,2,Bachelor's,R&D,Researcher,5.685287253822995,6.87747117671833,0
30697,Ananya Sharma,45,True,92630,3,0,7,2,Yes,No,Yes,4,Diploma,HR,HR Executive,7.904160717088541,1.6448439283111345,0
30700,Aisha Miller,27,False,77158,1,2,3,0,Yes,Yes,Yes,5,Bachelor's,Operations,Operations Coordinator,4.118100658008896,4.328581642173781,0
30701,Emily Wilson,48,True,82583,0,25,9,3,Yes,Yes,Yes,2,Master's,HR,HR Manager,2.8717194721284054,7.368699041319468,0
30705,David Patel,38,True,64871,1,16,6,0,No,Yes,Yes,5,High School,HR,HR Manager,3.0771934531436447,4.27344154274538,0
30706,Olivia Taylor,53,True,95981,1,23,6,2,No,Yes,Yes,3,Diploma,Support,Customer Specialist,10.0,8.32404473668832,0
30714,Leo Anderson,38,False,61134,1,7,12,0,No,Yes,Yes,4,Bachelor's,Engineering,DevOps Engineer,8.773689871611051,7.468279905913075,0
30718,Sophia Patel,36,True,71979,3,12,4,3,Yes,No,Yes,4,Bachelor's,R&D,Scientist,8.879508643526782,9.047303005176868,0
30720,Aisha Brown,53,False,76873,1,16,10,3,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,5.424968425192857,7.685668322694302,0
30722,Olivia Kumar,43,True,77081,0,12,3,2,No,Yes,Yes,2,Master's,R&D,Scientist,5.376005021212546,10.0,0
30725,Karen Smith,32,True,89642,1,3,3,1,No,Yes,Yes,2,Master's,Support,Support Engineer,8.555308168421933,4.5029509000168115,0
30730,John Kumar,43,False,69938,3,16,14,3,Yes,Yes,Yes,2,Bachelor's,R&D,Researcher,6.575957608388251,1.0,0
30734,Emily Iyer,33,False,63304,0,7,11,2,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,5.5864691819034995,10.0,0
30738,Sarah Sharma,28,False,60080,0,0,0,2,No,Yes,Yes,4,Bachelor's,HR,HR Executive,7.82949907848621,1.0,0
30746,Linda Patel,18,False,81839,1,0,5,1,No,Yes,Yes,3,Bachelor's,R&D,Scientist,3.959790985878767,4.870018869899781,0
30747,Arun Williams,29,False,68108,1,1,4,3,Yes,Yes,Yes,1,Bachelor's,R&D,Researcher,7.289127877128964,9.85942958879976,0
30751,Priya Singh,31,True,66386,1,0,3,3,Yes,Yes,Yes,4,Diploma,Engineering,ML Engineer,5.456076980349863,1.0,0
30756,Emily Singh,28,False,59213,0,0,3,1,No,Yes,Yes,3,Diploma,Engineering,DevOps Engineer,8.314593493018014,2.8369745266513045,0
30757,Leo Smith,18,False,60489,0,0,13,3,No,Yes,Yes,2,Bachelor's,Sales,Account Executive,9.341920859383087,10.0,0
30761,Arun Thompson,42,False,60256,1,21,14,3,No,Yes,Yes,5,Bachelor's,Sales,Sales Manager,10.0,1.7516361717458624,0
30765,Sophia Lewis,29,True,88230,0,1,6,3,No,Yes,Yes,4,Bachelor's,Sales,Sales Manager,10.0,1.447049057323663,0
30766,Sarah Davis,59,True,71689,1,33,12,0,No,Yes,Yes,1,High School,HR,HR Manager,7.875420483332971,8.742621767006428,0
30770,Nina Thompson,26,True,69997,0,0,3,3,No,Yes,Yes,4,Bachelor's,Operations,Ops Manager,6.829119873074503,4.370895817991956,0
30771,Priya Williams,44,True,92778,1,14,13,0,Yes,Yes,Yes,5,Bachelor's,R&D,Researcher,4.590809182973795,1.2655974284039964,0
30772,John Anderson,27,True,69517,3,0,0,3,No,Yes,Yes,3,Master's,Finance,Senior Analyst,8.967966392308368,6.861561892208471,0
30773,Sophia Gupta,46,True,80632,1,19,2,2,No,Yes,Yes,3,Diploma,Sales,Account Executive,4.43146274027492,1.4983289456169224,0
30775,Daniel Iyer,31,True,80108,0,0,7,2,Yes,Yes,No,5,High School,Engineering,DevOps Engineer,10.0,3.296978659371767,0
30776,David Kumar,25,False,71422,1,0,3,1,No,Yes,Yes,3,Master's,HR,HR Executive,10.0,4.53263982546103,0
30782,Ananya Johnson,43,True,66269,3,14,3,1,No,Yes,Yes,5,High School,Engineering,DevOps Engineer,6.169678361289909,8.64910694449408,0
30783,Ananya Taylor,65,False,90064,3,44,10,3,No,Yes,Yes,5,High School,HR,HR Executive,6.118186544911967,1.0,0
30787,Michael Smith,29,True,60263,0,0,11,2,No,Yes,Yes,1,High School,HR,HR Manager,7.893528875542076,5.878009526331297,0
30788,Aisha Williams,18,True,63334,0,0,8,2,No,Yes,Yes,3,Bachelor's,HR,HR Executive,10.0,1.0,0
30791,Aisha Smith,28,True,59668,3,7,1,2,No,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,10.0,1.4816529423825102,0
30795,Linda Taylor,53,True,68605,1,12,2,1,No,Yes,Yes,4,High School,Finance,Analyst,4.719116443500559,6.116341061376713,0
30797,Daniel Brown,36,True,59815,2,9,11,0,No,Yes,Yes,4,Bachelor's,R&D,Researcher,7.828409130615658,1.9022889103465621,0
30799,Leo Thompson,39,True,72055,2,13,11,0,Yes,No,Yes,3,Diploma,Engineering,ML Engineer,10.0,1.7615675541424123,0
30803,John Taylor,37,False,62059,3,11,11,3,No,Yes,Yes,4,Bachelor's,Engineering,ML Engineer,9.254080014263735,5.048278005406597,0
30804,Rohit Iyer,23,True,69355,0,0,12,3,No,Yes,Yes,4,Master's,Operations,Operations Coordinator,8.707388395599308,4.138418753758302,0
30805,Michael Gupta,43,True,59247,3,13,6,1,No,Yes,Yes,4,High School,Finance,Analyst,8.006868807774062,7.447658069243431,0
30806,Ananya Thompson,51,True,67084,1,6,11,2,No,Yes,No,3,Bachelor's,HR,HR Manager,7.629960846222056,5.763427675793098,0
30807,Olivia Walker,27,True,59880,1,0,8,0,No,Yes,Yes,4,Master's,Engineering,ML Engineer,5.502353108088357,6.22766500951033,0
30811,Kiran Johnson,29,False,92400,3,2,5,3,No,Yes,Yes,4,Bachelor's,Support,Support Engineer,10.0,3.3846063893320224,0
30813,Linda Johnson,43,True,99277,0,20,6,3,No,Yes,Yes,5,Diploma,HR,HR Manager,10.0,5.5907341447607966,0
30814,Leo Lewis,20,True,92850,1,0,5,0,No,Yes,Yes,3,Bachelor's,HR,HR Executive,10.0,1.0,0
30817,Nina Wilson,30,True,77574,3,0,1,1,Yes,Yes,Yes,1,Bachelor's,Sales,Account Executive,10.0,8.909533004010978,0
30818,Ananya Thompson,36,True,59316,1,4,2,0,No,Yes,Yes,4,Diploma,Finance,Senior Analyst,5.197381431186814,5.520292714544377,0
30820,Rohit Gupta,24,True,99095,3,0,14,0,Yes,Yes,No,3,Master's,Support,Customer Specialist,4.730195354622847,5.920404872240053,0
30823,David Taylor,55,False,93163,0,28,0,0,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,8.66745424749398,3.7002122370960637,0
30824,Michael Brown,49,True,81309,3,24,6,2,No,Yes,Yes,2,Master's,Operations,Ops Manager,6.602345945379401,8.284291474781966,0
30825,Sarah Iyer,32,False,77446,2,0,4,1,No,No,Yes,3,High School,R&D,Researcher,6.981165538456315,8.190426406773216,0
30828,Sarah Thompson,22,True,79622,1,0,12,2,Yes,Yes,No,3,Bachelor's,Engineering,DevOps Engineer,8.41715852314657,9.545441728160931,0
30830,Karen Wilson,33,False,84242,3,12,5,1,Yes,No,Yes,4,High School,R&D,Researcher,5.342341695859675,2.4760609026651137,0
30831,Priya Miller,29,True,77129,1,0,11,3,No,Yes,Yes,4,Bachelor's,HR,HR Executive,7.905009129514444,5.5068791396174115,0
30832,John Taylor,33,True,76779,3,2,4,1,No,No,Yes,5,Diploma,Sales,Sales Manager,4.921999517018544,4.820770999832002,0
30834,Karen Davis,31,False,60842,3,6,4,1,No,Yes,Yes,3,High School,R&D,Researcher,7.20117424083666,2.2573423776483823,0
30836,John Thompson,40,True,65966,0,10,14,0,No,Yes,No,3,Master's,Finance,Analyst,2.00614564041961,6.742738204197764,0
30842,Luke Walker,26,False,66450,1,2,10,1,No,No,Yes,3,Diploma,Operations,Ops Manager,7.554806086608625,2.356839510355889,0
30843,Daniel Taylor,18,False,64818,3,0,6,0,No,Yes,No,3,Bachelor's,Engineering,Software Engineer,7.759178178211159,5.013704815663997,0
30844,Luke Johnson,35,False,76024,0,6,7,3,No,Yes,Yes,3,High School,HR,HR Executive,3.0124203873558764,7.493801107154786,0
30846,Michael Smith,40,True,60861,0,19,14,3,Yes,No,No,3,High School,Engineering,ML Engineer,4.857644407045328,5.89682354239903,0
30848,Daniel Sharma,21,False,83006,0,0,4,3,No,Yes,Yes,3,High School,Sales,Account Executive,10.0,2.919192913502358,0
30851,Michael Brown,41,False,82576,2,0,3,2,No,Yes,Yes,4,Bachelor's,R&D,Researcher,8.588000317157858,8.968107937918084,0
30852,Sarah Walker,30,True,66727,0,5,0,3,No,Yes,Yes,4,Bachelor's,HR,HR Executive,5.217998432308651,7.635809858137464,0
30854,Sarah Anderson,36,True,62217,0,4,1,2,Yes,Yes,Yes,2,High School,Finance,Analyst,6.91898980604559,4.676816380943553,0
30858,Olivia Williams,36,True,70534,0,6,11,1,No,Yes,Yes,4,Diploma,Finance,Senior Analyst,7.884987015255886,2.205273373464541,0
30859,Aisha Wilson,45,True,84373,0,11,5,3,No,Yes,Yes,4,Master's,HR,HR Manager,10.0,6.0117794508061575,0
30860,Sarah Smith,31,True,67392,2,0,11,2,No,Yes,Yes,2,High School,Finance,Analyst,10.0,6.484345345245268,0
30861,Vikram Miller,35,True,71723,2,13,11,3,No,Yes,No,4,Bachelor's,Finance,Senior Analyst,10.0,3.7427687854253318,0
30866,David Anderson,35,True,70177,0,6,11,2,Yes,Yes,Yes,3,Master's,Engineering,DevOps Engineer,6.052640989870191,2.170198478871857,1
30867,Aisha Thomas,18,False,78051,3,0,0,1,No,Yes,Yes,5,PhD,Support,Support Engineer,7.035627333920196,1.0,0
